,ID,data_pth,image_ID,image_pth,valid
52,conesT1_20_06144,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_06144_50.mat,conesT1_20_06144_20,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_06144_20.mat,0
53,conesT1_20_06144,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_06144_50.mat,conesT1_20_06144_21,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_06144_21.mat,0
54,conesT1_20_06144,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_06144_50.mat,conesT1_20_06144_22,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_06144_22.mat,0
55,conesT1_20_06144,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_06144_50.mat,conesT1_20_06144_23,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_06144_23.mat,0
56,conesT1_20_06144,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_06144_50.mat,conesT1_20_06144_24,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_06144_24.mat,0
57,conesT1_20_06144,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_06144_50.mat,conesT1_20_06144_25,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_06144_25.mat,0
58,conesT1_20_06144,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_06144_50.mat,conesT1_20_06144_26,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_06144_26.mat,0
59,conesT1_20_06144,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_06144_50.mat,conesT1_20_06144_27,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_06144_27.mat,0
60,conesT1_20_06144,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_06144_50.mat,conesT1_20_06144_28,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_06144_28.mat,0
61,conesT1_20_06144,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_06144_50.mat,conesT1_20_06144_29,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_06144_29.mat,0
62,conesT1_20_06144,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_06144_50.mat,conesT1_20_06144_30,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_06144_30.mat,0
63,conesT1_20_06144,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_06144_50.mat,conesT1_20_06144_31,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_06144_31.mat,0
64,conesT1_20_18944,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_18944_50.mat,conesT1_20_18944_0,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_18944_0.mat,1
65,conesT1_20_18944,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_18944_50.mat,conesT1_20_18944_1,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_18944_1.mat,1
66,conesT1_20_18944,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_18944_50.mat,conesT1_20_18944_2,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_18944_2.mat,1
67,conesT1_20_18944,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_18944_50.mat,conesT1_20_18944_3,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_18944_3.mat,1
68,conesT1_20_18944,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_18944_50.mat,conesT1_20_18944_4,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_18944_4.mat,1
69,conesT1_20_18944,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_18944_50.mat,conesT1_20_18944_5,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_18944_5.mat,1
70,conesT1_20_18944,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_18944_50.mat,conesT1_20_18944_6,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_18944_6.mat,1
71,conesT1_20_18944,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_18944_50.mat,conesT1_20_18944_7,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_18944_7.mat,1
72,conesT1_20_18944,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_18944_50.mat,conesT1_20_18944_8,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_18944_8.mat,1
73,conesT1_20_18944,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_18944_50.mat,conesT1_20_18944_9,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_18944_9.mat,1
74,conesT1_20_18944,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_18944_50.mat,conesT1_20_18944_10,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_18944_10.mat,1
75,conesT1_20_18944,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_18944_50.mat,conesT1_20_18944_11,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_18944_11.mat,1
76,conesT1_20_18944,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_18944_50.mat,conesT1_20_18944_12,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_18944_12.mat,1
77,conesT1_20_18944,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_18944_50.mat,conesT1_20_18944_13,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_18944_13.mat,1
78,conesT1_20_18944,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_18944_50.mat,conesT1_20_18944_14,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_18944_14.mat,1
79,conesT1_20_18944,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_18944_50.mat,conesT1_20_18944_15,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_18944_15.mat,1
80,conesT1_20_18944,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_18944_50.mat,conesT1_20_18944_16,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_18944_16.mat,1
81,conesT1_20_18944,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_18944_50.mat,conesT1_20_18944_17,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_18944_17.mat,1
82,conesT1_20_18944,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_18944_50.mat,conesT1_20_18944_18,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_18944_18.mat,1
83,conesT1_20_18944,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_18944_50.mat,conesT1_20_18944_19,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_18944_19.mat,1
84,conesT1_20_18944,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_18944_50.mat,conesT1_20_18944_20,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_18944_20.mat,1
85,conesT1_20_18944,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_18944_50.mat,conesT1_20_18944_21,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_18944_21.mat,1
86,conesT1_20_18944,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_18944_50.mat,conesT1_20_18944_22,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_18944_22.mat,1
87,conesT1_20_18944,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_18944_50.mat,conesT1_20_18944_23,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_18944_23.mat,1
88,conesT1_20_18944,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_18944_50.mat,conesT1_20_18944_24,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_18944_24.mat,1
89,conesT1_20_18944,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_18944_50.mat,conesT1_20_18944_25,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_18944_25.mat,1
90,conesT1_20_18944,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_18944_50.mat,conesT1_20_18944_26,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_18944_26.mat,1
91,conesT1_20_18944,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_18944_50.mat,conesT1_20_18944_27,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_18944_27.mat,1
92,conesT1_20_18944,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_18944_50.mat,conesT1_20_18944_28,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_18944_28.mat,1
93,conesT1_20_18944,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_18944_50.mat,conesT1_20_18944_29,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_18944_29.mat,1
94,conesT1_20_18944,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_18944_50.mat,conesT1_20_18944_30,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_18944_30.mat,1
95,conesT1_20_18944,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_18944_50.mat,conesT1_20_18944_31,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_18944_31.mat,1
96,conesT1_20_23040,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_23040_50.mat,conesT1_20_23040_0,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_23040_0.mat,0
97,conesT1_20_23040,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_23040_50.mat,conesT1_20_23040_1,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_23040_1.mat,0
98,conesT1_20_23040,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_23040_50.mat,conesT1_20_23040_2,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_23040_2.mat,0
99,conesT1_20_23040,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_23040_50.mat,conesT1_20_23040_3,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_23040_3.mat,0
100,conesT1_20_23040,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_23040_50.mat,conesT1_20_23040_4,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_23040_4.mat,0
101,conesT1_20_23040,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_23040_50.mat,conesT1_20_23040_5,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_23040_5.mat,0
102,conesT1_20_23040,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_23040_50.mat,conesT1_20_23040_6,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_23040_6.mat,0
103,conesT1_20_23040,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_23040_50.mat,conesT1_20_23040_7,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_23040_7.mat,0
104,conesT1_20_23040,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_23040_50.mat,conesT1_20_23040_8,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_23040_8.mat,0
105,conesT1_20_23040,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_23040_50.mat,conesT1_20_23040_9,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_23040_9.mat,0
106,conesT1_20_23040,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_23040_50.mat,conesT1_20_23040_10,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_23040_10.mat,0
107,conesT1_20_23040,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_23040_50.mat,conesT1_20_23040_11,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_23040_11.mat,0
108,conesT1_20_23040,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_23040_50.mat,conesT1_20_23040_12,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_23040_12.mat,0
109,conesT1_20_23040,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_23040_50.mat,conesT1_20_23040_13,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_23040_13.mat,0
110,conesT1_20_23040,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_23040_50.mat,conesT1_20_23040_14,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_23040_14.mat,0
111,conesT1_20_23040,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_23040_50.mat,conesT1_20_23040_15,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_23040_15.mat,0
112,conesT1_20_23040,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_23040_50.mat,conesT1_20_23040_16,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_23040_16.mat,0
113,conesT1_20_23040,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_23040_50.mat,conesT1_20_23040_17,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_23040_17.mat,0
114,conesT1_20_23040,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_23040_50.mat,conesT1_20_23040_18,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_23040_18.mat,0
115,conesT1_20_23040,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_23040_50.mat,conesT1_20_23040_19,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_23040_19.mat,0
116,conesT1_20_23040,/mnt/data2/DLProjects/DL_CSdata_Unet/T1/50/conesT1_20_23040_50.mat,conesT1_20_23040_20,/mnt/data2/DLProjects/DL_CSdata_Unet/data_prepare/conesT1_20_23040_20.mat,0
